score;text;klasifikasi
1;['kepoh', 'persada', 'indah', 'rumah', 'murah', 'subsidi', 'terbaik', 'di', 'dalam', 'lingkungan', 'pedesaan', 'yang', 'asri', 'dan', 'dekat', 'dengan', 'kota', 'purwodadi', 'grobogan', 'jawa', 'tengah', 'pembiayaan', 'di', 'dukung', 'oleh', 'bri', 'semakin', 'memudahkan', 'anda', 'dalam', 'memiliki', 'rumah', 'cantik', 'ini'];Positif
1;['sebetulnya', 'beberapa', 'penyedia', 'layanan', 'berbasi', 'teknolog', 'sudah', 'mencoba', 'melakukan', 'inovasi', 'seperti', 'foto', 'ktp', 'bersamaan', 'dengan', 'orangnya', 'tapi', 'ya', 'lagi', 'umumnya', 'penjahat', 'atau', 'langkah', 'lebih', 'di', 'depan', 'para', 'calon', 'korbannya'];Positif
1;['dipantau', 'pun', 'makin', 'nambah', 'episodenya', 'mend', 'dicuekin', 'ajamakin', 'dipantau', 'makin', 'panjang', 'dramanya', 'dah', 'serahkan', 'aja', 'kepada', 'allah', 'selaku', 'hakim', 'yg', 'seadil', 'adilnyahidup', 'di', 'dunia', 'hanya', 'smntara', 'orang', 'orang', 'dzalim', 'pasti', 'akan', 'diadili'];Positif
1;['twitter', 'do', 'your', 'magic', 'bismillah', 'semoga', 'allah', 'swt', 'titipkan', 'rezeki', 'di', 'hari', 'yang', 'berkah', 'ini', 'melalui', 'aamiin', 'allahumma', 'aamiin', 'bjorka'];Positif
1;['bang', 'sini', 'bang', 'ngopi', 'jaktim', 'lo', 'orang', 'asik', 'banget', 'langsung', 'aja', 'sini', 'sokin', 'rumah', 'gua', 'kita', 'ngopi'];Positif
1;['terima', 'jasa', 'pembuatan', 'aplikasi', 'android', 'untuk', 'skripsi', 'tuga', 'akhir', 'dan', 'kebutuhan', 'lainnya', 'harga', 'dijamin', 'bersahabat', 'buat', 'yang', 'berminat', 'silahkan', 'dm'];Positif
1;['nah', 'ini', 'ketemu', 'mereka', 'sama', 'kehutanan', 'jurusan', 'teknolog', 'hasil', 'hutan', 'skripsinya', 'mirip', 'beda', 'loku', 'aja', 'jkw', 'yg', 'pake', 'kacamata', 'itu', 'om', 'gw', 'yg', 'jabat', 'tangan', 'dan', 'yg', 'barisan', 'ata', 'tengah', 'foto', 'wisuda'];Positif
1;['pilpr', 'jadikan', 'indonesia', 'bermartabat', 'berwibawa', 'dan', 'terhormat', 'di', 'mata', 'dunia', 'dengan', 'mendukung', 'ani', 'menjadi', 'presiden', 'indonesia', 'insyaallah', 'presiden', 'indonesia', 'nanti', 'aamiin', 'hongkong', 'vietnam', 'azrul', 'ananda', 'nino'];Positif
1;['kenapa', 'bjorka', 'tetap', 'dapet', 'dukungan', 'ya', 'padah', 'dia', 'udah', 'jual', 'datadata', 'pribadi', 'publik', 'dia', 'lebih', 'cocok', 'disebut', 'pahlawan', 'atau', 'penjahat'];Positif
1;['presiden', 'joko', 'widodo', 'atau', 'jokowi', 'bertemu', 'dengan', 'perwakilan', 'relawan', 'sekretariat', 'nasion', 'sekna', 'jokowi', 'di', 'istana', 'negara', 'pertemuan', 'itu', 'jokowi', 'meminta', 'para', 'relawan', 'membantu', 'menyukseskan', 'program', 'pemerintah'];Positif
1;['udah', 'kaya', 'di', 'film', 'ya', 'kisah', 'munir', 'perlu', 'banget', 'sih', 'di', 'ungkap', 'sama', 'bjorka', 'inim'];Positif
1;['sedia', 'layanan', 'jasa', 'hackperbaikan', 'dan', 'sadap', 'akun', 'ya', 'kak', 'order', 'klik', 'pesan', 'd', 'bawah'];Positif
1;['pale', 'tidak', 'dalam', 'kontek', 'aks', 'pelayanan', 'publik', 'gimana', 'caranya', 'masyarakat', 'bakal', 'lebih', 'aman', 'dan', 'nyaman', 'misal', 'ya', 'pake', 'mekanism', 'identita', 'digit', 'berbasi', 'kriptografi', 'tadi', 'dibandingkan', 'ektp', 'yg', 'e', 'nya', 'ternyata', 'merek', 'epson'];Positif
1;['bkn', 'jagonya', 'mengkritik', 'aja', 'tapi', 'ga', 'bisa', 'kasih', 'solusi', 'buat', 'negara', 'kita', 'percuma', 'modal', 'bacot', 'aja'];Positif
1;['hiii', 'helloo', 'kakk', 'yukk', 'boleh', 'order', 'di', 'akuu', 'lagi', 'ada', 'promo', 'nih', 'kakk', 'boleh', 'dilihat', 'dulu', 'pricelistnya', 'discrol', 'sampai', 'bawah', 'yaa', 'kakk', 'siapa', 'tau', 'cocokk'];Positif
1;['hahah', 'salim', 'dulu', 'sama', 'temennya', 'kalian', 'berdua', 'kan', 'se', 'aliran'];Positif
1;['kek', 'ga', 'punya', 'tuhan', 'aja', 'takut', 'sama', 'ibli', 'penguasa', 'negara'];Positif
1;['galah', 'mestinta', 'dimulai', 'dari', 'buat', 'statu', 'watsapp', 'dicari', 'pelaku', 'hacker', 'bjorka', 'ntar', 'di', 'ss', 'sama', 'temen', 'kontak', 'lalu', 'ketemu', 'deh'];Positif
1;['cuman', 'gertakan', 'aja', 'biar', 'seolah', 'olah', 'pemerintah', 'fine', 'fine', 'aja', 'padah', 'kalau', 'dilihat', 'sisi', 'dalam', 'nya', 'aduh', 'anjir', 'bisa', 'gini'];Positif
1;['respon', 'hacker', 'bjorka', 'ribuan', 'maba', 'um', 'surabaya', 'gelar', 'aksi', 'typographi', 'art', 'surabaya', 'merespon', 'hacker', 'bjorka', 'sebanyak', 'mahasiswa', 'baru', 'universita', 'muhammadiyah'];Positif
1;['lulusan', 'sistem', 'informasi', 'banyak', 'dicari', 'oleh', 'perusahaan', 'yang', 'pent', 'adalah', 'tetap', 'gunakan', 'keahlian', 'kita', 'dalam', 'hal', 'yang', 'positif', 'ya', 'sobat', 'kuliah', 'bsi', 'aja'];Positif
1;['hasil', 'live', 'draw', 'japan', 'septemb', 'result', 'shio', 'kamb', 'result', 'result', 'selamat', 'kepada', 'para', 'pemenang'];Positif
1;['menurut', 'awak', 'sbgai', 'org', 'awam', 'kasu', 'brigadir', 'j', 'lebih', 'pent', 'dr', 'bbm', 'turun', 'lebih', 'pent', 'dr'];Positif
1;['upsssfollow', 'eko', 'ngamuk', 'maaf', 'ya', 'nikmati', 'hadirnya', 'mubahalah', 'dalam', 'hidupmu', 'lu', 'akan', 'dihantui', 'ketakutan', 'setiap', 'saat', 'hidup', 'ga', 'tenang', 'makan', 'ga', 'nyaman'];Positif
1;['yg', 'mau', 'cetak', 'foto', 'cetak', 'foto', 'lg', 'promo', 'di', 'shope', 'qaqaa'];Positif
1;['wiiihhhhh', 'gae', 'asli', 'serem', 'banget', 'kisah', 'cenayang', 'ini', 'gaess', 'cusss', 'langsung', 'aja', 'ke', 'channelnya', 'sourc', 'youtub', 'nexera', 'entertain', 'link', 'youtub'];Positif
1;['batman', 'dalam', 'film', 'america', 'yo', 'ko', 'dalam', 'film', 'mandarin', 'bjorka', 'dalam', 'realita', 'indonesia', 'pahlawan', 'bertopeng', 'pembela', 'yang', 'lemah', 'keren', 'banget'];Positif
1;['bagu', 'banget', 'gk', 'sih', 'nih', 'blous', 'motif', 'bunga', 'korean', 'style', 'cocok', 'deh', 'buat', 'kalian', 'tag', 'suga', 'hyung', 'happi', 'birthday', 'my', 'love', 'fandom', 'hug', 'win', 'mva', 'no', 'matter', 'what', 'hobi', 'senin'];Positif
1;['forum', 'ustadz', 'dan', 'santri', 'purwakarta', 'dukung', 'penuh', 'airlangga', 'hartarto', 'untuk', 'jadi', 'presiden'];Positif
1;['banyak', 'akun', 'nya', 'dok', 'bjorka', 'tambah', 'lucu', 'yg', 'asli', 'udh', 'hilang'];Positif
1;['kadrun', 'yg', 'menyanjung', 'bjorka', 'menunjukkan', 'kegoblokan', 'hakiki', 'umat', 'kadrun', 'mau', 'aja', 'dikibulin', 'harapan', 'kosong', 'jd', 'ingat', 'tagar', 'jd', 'ingat', 'ratna', 'sarumpaet', 'operasi', 'plastik', 'jd', 'ingat', 'prabowo', 'pilihan', 'ijtima', 'ulama'];Positif
1;['ide', 'judul', 'skripsi', 'manajemen', 'sumberdaya', 'manusia', 'follow', 'ig', 'for', 'more', 'utk', 'updat', 'judul', 'dll', 'yahhhh'];Positif
1;['dan', 'dari', 'di', 'jebol', 'data', 'pemerintah', 'malah', 'dapet', 'dukungan', 'rakyat', 'indonesia', 'ingat', 'broo', 'manusia', 'punya', 'rasa', 'bangga', 'diri', 'semakin', 'di', 'puja', 'semakin', 'semangat', 'dan', 'dia', 'juga', 'punya', 'temen', 'orng', 'indo'];Positif
1;['persen', 'lebih', 'murah', 'dari', 'harga', 'pasar', 'internasion', 'jokowi', 'pantau', 'opsi', 'impor', 'minyak', 'dari', 'rusia', 'selengkapnya'];Positif
1;['jual', 'flat', 'shoe', 'gabino', 'ygi', 'sizenya', 'kebesaran', 'harganya', 'k', 'aja', 'ygi'];Positif
1;['sama', 'sama', 'nism', 'nih', 'bagi', 'kerjaan', 'kali'];Positif
1;['akun', 'twitter', 'diduga', 'bjorka', 'asli', 'muncul', 'langsung', 'ajak', 'netizen', 'buat', 'keributan'];Positif
1;['halo', 'kak', 'selamat', 'sianghek', 'room', 'apartemen', 'sudah', 'readi', 'kembali', 'yaa', 'happi', 'birthday', 'my', 'love', 'start', 'from', 'rb', 'untuk', 'pemesanan', 'happi', 'weekday'];Positif
1;['senin', 'siang', 'ini', 'ngapain', 'cuss', 'yang', 'mau', 'privat', 'vc', 'kuy', 'real', 'angel', 'real', 'akun', 'dijamin', 'trust', 'bisa', 'sekarang', 'ya', 'beb', 'wa', 'cuss', 'wa'];Positif
1;['kasu', 'sambo', 'bjorkan', 'ngasih', 'tanggapan', 'di', 'telegram', 'real', 'nya', 'u', 'can', 'about', 'sambo', 'to', 'him', 'becaus', 'sambo', 'is', 'hi', 'guy', 'dan', 'dengan', 'data', 'pribadi', 'nya', 'menteri', 'dalam', 'negeri', 'muhammad', 'tito', 'karnavian', 'atau', 'jender', 'polisi', 'prof', 'dr', 'h', 'muhammad', 'tito', 'karnavian', 'ma', 'apakah', 'ada', 'hub', 'dgn', 'bptito'];Positif
1;['dijual', 'jam', 'tangan', 'mulai', 'harga', 'k'];Positif
1;['readi', 'jam', 'tangan', 'murah', 'dimulai', 'harga', 'rb', 'aja', 'bisa', 'cek', 'tokopedia', 'dan', 'shopp', 'kita', 'disini'];Positif
1;['readi', 'origin', 'sensor', 'jaket', 'pria', 'premium', 'kren', 'dan', 'murah', 'meriah', 'buruan', 'sebelum', 'terlambat', 'link'];Positif
1;['yup', 'but', 'gener', 'you', 'reap', 'what', 'to', 'sow', 'biasanya', 'kalau', 'orang', 'jualan', 'arang', 'ya', 'masak', 'mau', 'disimpan', 'dengan', 'nama', 'bakul', 'roti', 'lah', 'wong', 'customernya', 'mba', 'mei', 'apa', 'ya', 'sama', 'mba', 'mei', 'mau', 'dituli', 'donatur', 'panti', 'tapi', 'emang', 'sih', 'kadang', 'mungkin', 'saja', 'mba', 'mei', 'disimpan', 'dengan', 'nama', 'dark', 'angel'];Positif
1;['kurang', 'bayar', 'tunjangan', 'kinerja', 'pn', 'tniau', 'yg', 'tak', 'sesuai', 'aturan', 'juga', 'terjadi', 'dan', 'presiden', 'ri', 'sudah', 'sy', 'lapori', 'sjak', 'hasilnya', 'mandul', 'lapor', 'kometarnya', 'ditunggu', 'netizen'];Positif
1;['ini', 'pasti', 'campur', 'tangan', 'pemerintah', 'dan', 'buzzzerr'];Positif
1;['hi', 'kak', 'bisa', 'bukain', 'akun', 'ig', 'lupa', 'password', 'ga', 'buka', 'jasa', 'aja', 'kak'];Positif
1;['upaya', 'untuk', 'meminta', 'tambahan', 'anggaran', 'dgn', 'kehadiran', 'biar', 'terkesan', 'kebutuhan', 'mendesak', 'usaha', 'teru'];Positif
1;['sama', 'aja', 'kita', 'penikmat', 'konten', 'mreka', 'aja'];Positif
1;['and', 'shame', 'on', 'you', 'twitter', 'the', 'show', 'must', 'go', 'on', 'tp', 'pasti', 'bisa', 'ngutak', 'atik', 'twitter', 'juga', 'sih', 'ya', 'harusnya'];Positif
1;['buzzerrp', 'ketarketir', 'datanya', 'udah', 'di', 'tangan', 'siapa', 'yg', 'mo', 'mampir', 'ngopi', 'ke', 'rumah', 'di', 'wonokromo'];Positif
1;['ya', 'lu', 'tolol', 'juara', 'korupsi', 'di', 'negara', 'ini', 'partai', 'siapa', 'pdip', 'berkuasa', 'jual', 'indosat', 'jual', 'negara', 'pk', 'pernah', 'berkuasa', 'lu', 'aja', 'alergi', 'sama', 'islam', 'takut', 'islam', 'tegak', 'yang', 'korup', 'kena', 'potong', 'tangan'];Positif
1;['giliran', 'situ', 'bokep', 'lincah', 'bet', 'ngebloknya', 'giliran', 'yg', 'kek', 'gini', 'angkat', 'tangan'];Positif
1;['beginilah', 'kalo', 'orang', 'kerja', 'gak', 'sesuai', 'bidangnya', 'contoh', 'nya', 'tukang', 'sayur', 'bekerja', 'di', 'bengkel', 'ya', 'jadi', 'tambah', 'rusak', 'itu', 'motor', 'wkwkw', 'suka', 'lucu', 'sama', 'pemerintahan', 'sekarang'];Positif
1;['hadir', 'di', 'tengah', 'harga', 'bbm', 'naik', 'dan', 'issu', 'lainnya'];Positif
1;['ya', 'kan', 'elu', 'yg', 'bilang', 'seneng', 'aja', 'sama', 'bjorka'];Positif
1;['wkwkwk', 'elunya', 'aja', 'gak', 'bisa', 'terima', 'kenyataan', 'bro', 'makanya', 'elu', 'malu'];Positif
1;['ya', 'kita', 'lihat', 'dulu', 'perkembangan', 'yg', 'sedang', 'terjadi'];Positif
1;['ga', 'sabar', 'ngeliat', 'orang', 'orang', 'sok', 'punya', 'power', 'di', 'negeri', 'ini', 'dikulitin', 'satu', 'persatu', 'sama'];Positif
1;['wkwkwk', 'baru', 'aja', 'mulai', 'debutnya', 'di', 'twitter', 'udah', 'kenah', 'ban'];Positif
1;['wkwkwk', 'baha', 'bjorka', 'kok', 'bisa', 'sampai', 'ke', 'cebong', 'kadrun', 'wkwkw', 'gk', 'punya', 'statement', 'ya', 'boy'];Positif
1;['aku', 'percaya', 'ama', 'kalian', 'wkkwkwk', 'sama', 'saja', 'percaya', 'sama', 'baliho', 'kwkwkw'];Positif
1;['manyosss', 'mantapp', 'jossss', 'id', 'dan', 'sensat', 'juta', 'main', 'di', 'game', 'sweet', 'bonanza', 'breee', 'klik', 'aja', 'cuma', 'di', 'daywinbet', 'main', 'dan', 'menang'];Positif
1;['muhammad', 'agung', 'hidayatullah', 'mah', 'pemuda', 'asal', 'madiun', 'jawa', 'timur', 'kini', 'menjadi', 'tersangka', 'karena', 'diduga', 'membantu', 'aksi', 'bjorka', 'blakblakan', 'mengakui', 'dirinya', 'tak', 'punya', 'kemampuan', 'mereta', 'atau', 'menghack'];Positif
1;['lewat', 'tengah', 'malam', 'melacak', 'keberadaan', 'hekel', 'bjorka', 'madiun', 'cirebon', 'dimana', 'ya', 'ini', 'teh', 'apel', 'sama', 'wafer', 'enak'];Positif
1;['terungkap', 'identita', 'asli', 'hacker', 'bjorka', 'media', 'sosial', 'indonesia', 'terutama', 'twitter', 'sedang', 'ramai', 'memperbincangkan', 'nama', 'bjorka', 'sumber', 'selengkapnya'];Positif
1;['jika', 'tujuan', 'peretasan', 'demi', 'kebaikan', 'boleh', 'ya'];Positif
1;['menkominfo', 'akan', 'hadapi', 'hacker', 'bjorka', 'dengan', 'cara', 'ini', 'johnni', 'g', 'plate', 'selaku', 'menteri', 'komunikasi', 'dan', 'informasi', 'menkominfo', 'menyatakan', 'pemerintah', 'akan', 'segera', 'membuat', 'emerg', 'respons', 'team', 'untuk'];Positif
1;['bjorka', 'jaya', 'jaya', 'jaya'];Positif
1;['enak', 'emang', 'ya', 'pakai', 'hastag', 'viral', 'jadi', 'panso', 'aku', 'contohnya', 'dan', 'akun', 'michat', 'lainnya'];Positif
1;['asli', 'nikalau', 'asli', 'kasih', 'tandadoank'];Positif
1;['ok', 'gaess', 'saya', 'berharap', 'kepada', 'kalian', 'semua', 'tinggalkan', 'fenomena', 'bjorka', 'biarkan', 'itu', 'pemerintah', 'yg', 'punya', 'urusan', 'pekerjaan', 'nya', 'tetap', 'foku', 'turunkan', 'harga', 'bbm', 'dan', 'pantau', 'teru', 'kasu', 'sambo', 'bjorka', 'umpan', 'lambung'];Positif
1;['selalu', 'aku', 'pantau', 'good', 'job'];Positif
1;['mah', 'akhirnya', 'dipulangkan', 'oleh', 'polisi', 'namun', 'ia', 'pulang', 'membawa', 'statu', 'tersangka', 'polisi', 'menyebut', 'mah', 'berperan', 'membantu', 'sosok', 'bjorka', 'asli', 'dengan', 'membuat', 'grup', 'telegram', 'bjorkan'];Positif
1;['hadiah', 'atau', 'kado', 'al', 'jumbo', 'untuk', 'orangtua', 'kakek', 'nenek', 'om', 'tant', 'a', 'thread', 'princ', 'andrew', 'iq'];Positif
1;['tahun', 'kita', 'punya', 'radio', 'rebel', 'tahun', 'kita', 'punya', 'bjorkan'];Positif
1;['bbm', 'pertalit', 'dan', 'pertamax', 'akan', 'dihapu', 'berikut', 'penjelasannya', 'lihat', 'selengkapnya', 'disini'];Positif
1;['ingin', 'peroleh', 'keuntungan', 'kok', 'viralkan', 'jilat', 'penguasa', 'pasti', 'dapat', 'keuntungan'];Positif
1;['heboh', 'hacker', 'bjorka', 'beri', 'pujian', 'pada', 'presiden', 'jokowi', 'usai', 'diduga', 'buat', 'keputusan', 'bijak', 'copot', 'jabatan', 'menteri'];Positif
1;['lebih', 'percaya', 'bjorka', 'si', 'daripada', 'orang', 'orang', 'ata'];Positif
1;['aksi', 'bjorka', 'buat', 'puse', 'pemerintah', 'siapakah', 'sebenarnya', 'banyuwangi', 'memaafkan', 'bonek', 'kepala', 'desa', 'siang', 'ryeowook', 'lewat'];Positif
1;['ade', 'menjelaskan', 'peran', 'mah', 'yaitu', 'menyiapkan', 'chanel', 'telegram', 'bernama', 'mah', 'disebut', 'mempost', 'sebanyak', 'tiga', 'kali', 'di', 'channel', 'telegram', 'tersebut'];Positif
1;['buset', 'konten', 'pale', 'gacor', 'ini', 'mah', 'si', 'yak', 'wkwkwk', 'ajak', 'temen', 'keluarga', 'atau', 'pacar', 'kalian', 'geng', 'nonton', 'di', 'channelnnya', 'sourc', 'youtub', 'nexera', 'entertain', 'link', 'youtub'];Positif
1;['bjorka', 'asli', 'menertawakan', 'kesalahan', 'polisi', 'dan', 'mengungkap', 'rahasianya', 'menyebut', 'nama', 'jokowi', 'dan', 'johnni', 'g', 'plate', 'baca', 'selengkapnya'];Positif
1;['rame', 'memburu', 'oleh', 'pemerintah', 'para', 'bo', 'pemburunya', 'jendral', 'dg', 'keahlian', 'di', 'senjata', 'api', 'dan', 'bom'];Positif
1;['menkominfo', 'diganti', 'sama', 'bjorka', 'aja', 'ygi'];Positif
1;['jgn', 'lupa', 'ada', 'kasu', 'baru', 'di', 'semarang', 'seorang', 'asn', 'dimutilasi', 'dan', 'dibakar', 'karena', 'menjadi', 'saksi', 'korupsi', 'tanah', 'di', 'jawa', 'tengah', 'tapi', 'belum', 'blow', 'up', 'aneh', 'aja', 'sih', 'koruptor', 'menyewa', 'pembunuh', 'bayaran', 'untuk', 'membunuh', 'saksi'];Positif
1;['jam', 'blackpink', 'led', 'light', 'acryl', 'diskon', 'up', 'to', 'jika', 'click', 'link', 'dibawah', 'ran', 'maljum', 'kepala', 'desa', 'islam', 'dudung', 'ngehack', 'madiun', 'mown'];Positif
1;['ini', 'teh', 'apa', 'lagi', 'ya', 'allah', 'gapunya', 'komput', 'jual', 'es', 'hacker', 'keren', 'bgt'];Positif
1;['guy', 'ini', 'dikadoin', 'ke', 'orang', 'dewasa', 'juga', 'bagu', 'bermanfaat', 'madiun', 'io', 'keysa', 'ariel'];Positif
1;['alhamdulillah', 'beliau', 'dan', 'keluarga', 'senantiasa', 'sehat', 'gimana', 'kabar', 'eko', 'kunthadi', 'dkk', 'kabari', 'ya', 'kalo', 'lu', 'ngerasain', 'sumpah', 'mubahalah', 'jangan', 'diam', 'aja'];Positif
1;['bahkan', 'kantong', 'ajaib', 'milik', 'doraemon', 'tak', 'mampu', 'mengabulkan', 'keinginan', 'pemerintah', 'konoha', 'untuk', 'mengungkap', 'identita', 'bjorka', 'yg', 'sebenarnya'];Positif
1;['ayukk', 'yuk', 'daftar', 'di', 'ligaslot', 'sekarang', 'juga', 'kita', 'banyak', 'promo', 'lohhh', 'link'];Positif
1;['dasar', 'warga', 'pasti', 'diliat', 'dari', 'profil', 'tr', 'ga', 'baca', 'kau', 'belajar', 'baca', 'dulu', 'biar', 'bisa', 'bedain', 'mana', 'yg', 'real', 'mana', 'yg', 'fake'];Positif
1;['seorang', 'pemuda', 'yang', 'diduga', 'adalah', 'hacker', 'bjorka', 'berhasil', 'diamankan', 'polisi', 'dan', 'langsung', 'dibawa', 'ke', 'mapolsek', 'dagangan', 'untuk', 'menjalani', 'pemeriksaan'];Positif
1;['motor', 'listrik', 'murah', 'check', 'tanpa', 'bensin', 'cuma', 'di', 'ca', 'doang', 'auto', 'jadi', 'pusat', 'perhatian', 'beli', 'disini', 'hari', 'senin'];Positif
1;['padah', 'gue', 'blm', 'sempet', 'baca', 'thread', 'sama', 'join', 'tele', 'nya', 'jak'];Positif
1;['gw', 'yakin', 'sih', 'bjorka', 'itu', 'bukan', 'cebong', 'or', 'kadrun', 'dia', 'org', 'netral', 'heyi', 'dokter', 'situ', 'berpendidikan', 'cara', 'ngomongnya', 'gitu', 'amat', 'dok', 'ud', 'kaya', 'buzzer', 'oposisi', 'klo', 'ngulitin', 'ani', 'baswedan', 'pasti', 'situ', 'langsung', 'berfikir', 'bjorka', 'cebong'];Positif
1;['ent', 'kadang', 'kadang'];Positif
1;['hallo', 'erick', 'hai', 'cunul'];Positif
1;['ide', 'judul', 'skripsi', 'manajemen', 'pemasaran', 'follow', 'ig', 'for', 'more', 'untuk', 'updat', 'judul', 'dll', 'yahhhh'];Positif
1;['pemerintah', 'indonesia', 'galak', 'amat', 'ya', 'akun', 'ke', 'ilang', 'lagi', 'hey', 'dibayar', 'berapa', 'sih', 'buat', 'lagi', 'yuk'];Positif
1;['bjorka', 'beri', 'kado', 'mani', 'untuk', 'menkominfo', 'johnni', 'gerard', 'plate', 'di', 'hari', 'ulang', 'tahunnya', 'pertanda', 'perang', 'dimulai'];Positif
1;['lapor', 'polisi', 'aja', 'ma', 'biar', 'ga', 'tuman', 'manusia', 'ga', 'beradab', 'itu'];Positif
1;['baju', 'tidur', 'wanita', 'baju', 'celana', 'beli', 'disini', 'viral'];Positif
1;['ide', 'judul', 'skripsi', 'manajemen', 'pemasaran', 'follow', 'ig', 'for', 'more', 'untuk', 'updat', 'judul', 'dll', 'yahhhh', 'ngerisedap'];Positif
1;['yuk', 'di', 'lelang', 'permen', 'kiss', 'produksi', 'not', 'normal', 'nb', 'disebelah', 'kanan', 'yang', 'normal', 'seblah', 'kiri', 'not', 'normal'];Positif
1;['suks', 'gelar', 'kompetisi', 'mobil', 'legend', 'di', 'bekasi', 'restu', 'hapsari', 'tmp', 'sahabat', 'kaum', 'mileni'];Positif
1;['puan', 'harap', 'dpr', 'indonesia', 'uzbekistan', 'eratkan', 'kerja', 'sama'];Positif
1;['bjorka', 'teh', 'ngopi'];Positif
1;['karena', 'mereka', 'lebih', 'ketar', 'ketir', 'sama', 'hacker', 'ketimbang', 'rakyat', 'wkwk', 'apa', 'kita', 'haru', 'buat', 'mereka', 'ketar', 'ketir', 'juga', 'ya', 'dengan', 'meneror', 'rumah', 'mereka', 'nomor', 'tlp', 'mereka', 'yg', 'di', 'bantu', 'krna', 'jasa', 'bjorka', 'juga'];Positif
1;['yuk', 'aktifin', 'yaaaa', 'trend', 'now', 'bjorka', 'munir', 'pssi', 'senin', 'fifa', 'cat'];Positif
